School Name,Start Date,End Date,Notes,Degree Name,Activities
Saintgits College of Engineering (Autonomous),Aug 2023,Jul 2027,Undergraduate in Btech in Robotics and Automation. Done a lot of project and really interested in Robots and Robotics field especially on the software side. Learning ROS2 and part of ABaja,Bachelor of Technology - BTech,"Hackathons, Tech Fests, Workshops  IEDC, TRS, IEEE, TINKERHUB, ABAJA"
